Year,County,BLM,USFS,State,County and Municipal,Industry,NIP,Native American,Total Of Volume,Total Private,Total Public
1962,BAKER,5858,58900,0,0,0,6540,0,71298,6540,64758
1962,BENTON,33001,6100,4376,0,22830,21793,0,88100,44623,43477
1962,CLACKAMAS,38314,208600,175,0,108556,11393,0,367038,119949,247089
1962,CLATSOP,0,0,24340,0,206050,6049,0,236439,212099,24340
1962,COLUMBIA,0,0,0,0,15486,21183,0,36669,36669,0
1962,COOS,128475,33700,25910,0,307841,27053,0,522979,334894,188085
1962,CROOK,2464,98900,0,0,12383,1134,0,114881,13517,101364
1962,CURRY,8511,100700,200,0,327809,53970,0,491190,381779,109411
1962,DESCHUTES,1610,60400,0,0,10266,613,0,72889,10879,62010
1962,DOUGLAS,340196,353500,26686,0,517057,81260,0,1318699,598317,720382
1962,GILLIAM,0,0,0,0,0,0,0,0,0,0
1962,GRANT,1784,134100,0,0,16843,20737,0,173464,37580,135884
1962,HARNEY,14,50100,0,0,0,0,0,50114,0,50114
1962,HOOD RIVER,0,54000,0,0,15080,4215,0,73295,19295,54000
1962,JACKSON,74552,156600,0,0,199466,17796,0,448414,217262,231152
1962,JEFFERSON,0,44200,0,0,2305,0,11105,57610,13410,44200
1962,JOSEPHINE,115237,60800,0,0,23615,14548,0,214200,38163,176037
1962,KLAMATH,7367,105400,0,0,121658,14290,0,248715,135948,112767
1962,LAKE,0,93500,0,0,70786,2766,0,167052,73552,93500
1962,LANE,168438,731400,5055,0,756300,47888,0,1709081,804188,904893
1962,LINCOLN,13524,150800,7200,0,193684,22680,0,387888,216364,171524
1962,LINN,51620,237700,0,0,287301,41292,0,617913,328593,289320
1962,MALHEUR,0,0,0,0,0,0,0,0,0,0
1962,MARION,11159,78200,8300,0,4100,5610,0,107369,9710,97659
1962,MORROW,0,20800,0,0,22101,1558,0,44459,23659,20800
1962,MULTNOMAH,151,24600,0,0,400,9019,0,34170,9419,24751
1962,POLK,28289,600,516,0,53254,6034,0,88693,59288,29405
1962,SHERMAN,0,0,0,0,0,0,0,0,0,0
1962,TILLAMOOK,42268,24900,62883,0,95396,6858,0,232305,102254,130051
1962,UMATILLA,0,33400,0,0,50253,60833,11779,156265,122865,33400
1962,UNION,0,67700,0,0,13107,22195,0,103002,35302,67700
1962,WALLOWA,440,27300,0,0,28577,26606,0,82923,55183,27740
1962,WASCO,5,42300,1380,0,14640,10180,30143,98648,54963,43685
1962,WASHINGTON,4671,0,1966,0,6534,10905,0,24076,17439,6637
1962,WHEELER,5,15700,0,0,8302,3121,0,27128,11423,15705
1962,YAMHILL,26089,0,0,0,6005,1078,0,33172,7083,26089
1963,BAKER,767,61200,0,,256,2729,0,64952,2985,61967
1963,BENTON,40324,39900,8875,,25889,19996,0,134984,45885,89099
1963,CLACKAMAS,23363,212300,2467,,91374,12054,0,341558,103428,238130
1963,CLATSOP,0,0,39872,,184794,12006,0,236672,196800,39872
1963,COLUMBIA,1527,0,1184,,49960,44725,0,97396,94685,2711
1963,COOS,193499,54800,28137,,297903,38899,0,613238,336802,276436
1963,CROOK,1150,91000,0,,1880,380,0,94410,2260,92150
1963,CURRY,54829,107300,8874,,280041,39252,0,490296,319293,171003
1963,DESCHUTES,214,49500,0,,10026,121,0,59861,10147,49714
1963,DOUGLAS,401665,374900,11675,,406345,94975,0,1289560,501320,788240
1963,GILLIAM,0,0,0,,0,0,0,0,0,0
1963,GRANT,3793,214200,3900,,37258,12757,0,271908,50015,221893
1963,HARNEY,1642,24300,0,,2000,0,0,27942,2000,25942
1963,HOOD RIVER,0,34300,290,,14704,3850,0,53144,18554,34590
1963,JACKSON,91845,199100,26,,147064,9938,0,447973,157002,290971
1963,JEFFERSON,219,24600,0,,5221,750,47899,78689,53870,24819
1963,JOSEPHINE,80043,85200,1533,,8960,9830,0,185566,18790,166776
1963,KLAMATH,13265,134300,0,,95161,30493,0,273219,125654,147565
1963,LAKE,0,102700,0,,65557,4433,0,172690,69990,102700
1963,LANE,278746,701100,7163,,547485,36925,0,1571419,584410,987009
1963,LINCOLN,8992,133500,2871,,268887,15080,0,429330,283967,145363
1963,LINN,70847,171900,626,,246054,132412,0,621839,378466,243373
1963,MALHEUR,0,100,0,,0,0,0,100,0,100
1963,MARION,15226,86600,23856,,2590,7735,0,136007,10325,125682
1963,MORROW,0,5400,0,,14440,3436,0,23276,17876,5400
1963,MULTNOMAH,411,23500,0,,1820,3141,0,28872,4961,23911
1963,POLK,52812,2700,2939,,98215,2876,0,159542,101091,58451
1963,SHERMAN,0,0,0,,0,0,0,0,0,0
1963,TILLAMOOK,18383,53300,63914,,92175,5749,0,233521,97924,135597
1963,UMATILLA,0,50400,0,,21930,27587,5134,105051,54651,50400
1963,UNION,0,72200,275,,6558,35473,0,114506,42031,72475
1963,WALLOWA,179,73700,0,,57040,6357,0,137276,63397,73879
1963,WASCO,137,56700,1400,,17850,16656,18038,110781,52544,58237
1963,WASHINGTON,943,0,2142,,13561,8817,0,25463,22378,3085
1963,WHEELER,90,6400,0,,10680,2968,0,20138,13648,6490
1963,YAMHILL,10717,200,62,,8156,2639,0,21774,10795,10979
1964,BAKER,272,104100,11,,0,6252,0,110635,6252,104383
1964,BENTON,70904,21500,4392,,22532,15179,0,134507,37711,96796
1964,CLACKAMAS,22143,206000,3659,,88231,16381,0,336414,104612,231802
1964,CLATSOP,0,0,35443,,247072,8757,0,291272,255829,35443
1964,COLUMBIA,2079,0,1786,,67382,50151,0,121398,117533,3865
1964,COOS,258155,72400,53361,,336529,21106,0,741551,357635,383916
1964,CROOK,0,88900,0,,12967,1520,0,103387,14487,88900
1964,CURRY,24498,111500,0,,232702,26609,0,395309,259311,135998
1964,DESCHUTES,0,88400,0,,24981,0,0,113381,24981,88400
1964,DOUGLAS,439017,475300,38028,,576183,66629,0,1595157,642812,952345
1964,GILLIAM,0,0,0,,0,0,0,0,0,0
1964,GRANT,1241,204900,0,,35666,26474,0,268281,62140,206141
1964,HARNEY,70,58000,0,,0,0,0,58070,0,58070
1964,HOOD RIVER,0,34100,0,,10034,3215,0,47349,13249,34100
1964,JACKSON,113561,164500,550,,177267,9644,0,465522,186911,278611
1964,JEFFERSON,0,19000,0,,120,0,73251,92371,73371,19000
1964,JOSEPHINE,104232,68300,16,,8075,7589,0,188212,15664,172548
1964,KLAMATH,19929,143700,906,,95755,29596,0,289886,125351,164535
1964,LAKE,0,158000,0,,95399,5408,0,258807,100807,158000
1964,LANE,316410,741000,6856,,555014,49727,0,1669007,604741,1064266
1964,LINCOLN,10175,127200,9679,,300837,20645,0,468536,321482,147054
1964,LINN,123046,162800,4809,,261199,75741,0,627595,336940,290655
1964,MALHEUR,0,0,0,,0,0,0,0,0,0
1964,MARION,16006,81600,8747,,8570,9317,0,124240,17887,106353
1964,MORROW,0,4500,0,,10822,14194,0,29516,25016,4500
1964,MULTNOMAH,0,41000,0,,3359,1975,0,46334,5334,41000
1964,POLK,56383,4700,5139,,62550,3723,0,132495,66273,66222
1964,SHERMAN,0,0,0,,0,0,0,0,0,0
1964,TILLAMOOK,28956,54700,61008,,87427,6918,0,239009,94345,144664
1964,UMATILLA,0,27900,87,,26918,19578,1661,76144,48157,27987
1964,UNION,0,47300,0,,12828,38020,0,98148,50848,47300
1964,WALLOWA,74,55600,0,,25800,15097,0,96571,40897,55674
1964,WASCO,1109,57500,0,,18600,2428,15605,95242,36633,58609
1964,WASHINGTON,5147,0,1822,,3435,9574,0,19978,13009,6969
1964,WHEELER,61,6900,1473,,5721,20806,0,34961,26527,8434
1964,YAMHILL,24188,0,468,,9124,8680,0,42460,17804,24656
1965,BAKER,68,107800,0,0,0,1151,0,109019,1151,107868
1965,BENTON,53347,5600,9628,0,26096,31396,0,126067,57492,68575
1965,CLACKAMAS,18289,259600,500,0,97406,17797,0,393592,115203,278389
1965,CLATSOP,0,0,31433,140,271670,18067,0,321310,289737,31573
1965,COLUMBIA,75,0,2015,125,71794,28604,0,102613,100398,2215
1965,COOS,156588,62600,60935,1432,341100,45066,0,667721,386166,281555
1965,CROOK,1728,60100,0,0,5650,870,0,68348,6520,61828
1965,CURRY,37354,96600,1853,1250,201311,14482,0,352850,215793,137057
1965,DESCHUTES,127,108300,23,0,22786,74,0,131310,22860,108450
1965,DOUGLAS,380778,528300,31614,0,627472,81850,0,1650014,709322,940692
1965,GILLIAM,0,0,0,0,0,0,0,0,0,0
1965,GRANT,1214,223100,0,0,20302,8366,0,252982,28668,224314
1965,HARNEY,501,77500,0,0,0,0,0,78001,0,78001
1965,HOOD RIVER,0,40500,45,1750,12311,2545,0,57151,14856,42295
1965,JACKSON,129122,145200,2250,0,147967,18944,0,443483,166911,276572
1965,JEFFERSON,0,50600,0,0,0,0,49815,100415,49815,50600
1965,JOSEPHINE,74762,57300,909,1090,6526,6622,0,147209,13148,134061
1965,KLAMATH,7749,185200,2892,0,180675,41428,0,417944,222103,195841
1965,LAKE,0,113100,32,0,51345,8092,0,172569,59437,113132
1965,LANE,191446,857200,20793,2249,396017,61761,0,1529466,457778,1071688
1965,LINCOLN,10271,130500,8644,1400,256366,33375,0,440556,289741,150815
1965,LINN,64464,236100,3445,1269,295371,104688,0,705337,400059,305278
1965,MALHEUR,0,1200,0,0,0,0,0,1200,0,1200
1965,MARION,12989,97600,6450,0,4350,5765,0,127154,10115,117039
1965,MORROW,0,11300,0,0,5703,10262,0,27265,15965,11300
1965,MULTNOMAH,17,35500,0,0,4400,4099,0,44016,8499,35517
1965,POLK,45056,3600,14263,0,46397,5075,0,114391,51472,62919
1965,SHERMAN,0,0,0,0,0,0,0,0,0,0
1965,TILLAMOOK,26057,42700,43249,800,104148,18798,0,235752,122946,112806
1965,UMATILLA,0,31300,850,0,34721,26323,262,93456,61306,32150
1965,UNION,0,68800,0,0,24840,29855,0,123495,54695,68800
1965,WALLOWA,0,61900,0,0,35094,32323,0,129317,67417,61900
1965,WASCO,184,53700,8200,0,16700,3945,23792,106521,44437,62084
1965,WASHINGTON,5859,0,1937,0,10045,12402,0,30243,22447,7796
1965,WHEELER,0,27900,1860,0,12788,8945,0,51493,21733,29760
1965,YAMHILL,21521,600,0,0,8577,10649,0,41347,19226,22121
1966,BAKER,17,114900,0,0,0,350,0,115267,350,114917
1966,BENTON,53113,18900,10922,16,30562,18313,0,131826,48875,82951
1966,CLACKAMAS,32662,262100,0,1300,108060,15970,0,420092,124030,296062
1966,CLATSOP,0,0,23833,0,228927,9353,0,262113,238280,23833
1966,COLUMBIA,843,0,977,1210,74761,21330,0,99121,96091,3030
1966,COOS,131035,70300,44954,4790,351077,29549,0,631705,380626,251079
1966,CROOK,3243,70200,0,0,2692,640,0,76775,3332,73443
1966,CURRY,20972,121500,585,2076,192305,19675,0,357113,211980,145133
1966,DESCHUTES,104,87600,0,0,40780,0,0,128484,40780,87704
1966,DOUGLAS,379903,394700,31491,0,629325,47336,0,1482755,676661,806094
1966,GILLIAM,0,0,0,0,0,0,0,0,0,0
1966,GRANT,6951,156300,0,0,27378,20324,0,210953,47702,163251
1966,HARNEY,1297,70100,0,0,0,0,0,71397,0,71397
1966,HOOD RIVER,0,30700,0,13200,37993,1570,0,83463,39563,43900
1966,JACKSON,135615,116200,0,0,201782,7380,0,460977,209162,251815
1966,JEFFERSON,0,16400,0,0,1900,0,20786,39086,22686,16400
1966,JOSEPHINE,74566,61000,2115,2447,2545,5398,0,148071,7943,140128
1966,KLAMATH,25896,178400,1500,0,200979,17795,0,424570,218774,205796
1966,LAKE,0,167700,0,0,89485,1235,0,258420,90720,167700
1966,LANE,156347,693900,6755,395,500163,38932,0,1396492,539095,857397
1966,LINCOLN,18038,121400,324,4750,251275,33777,0,429564,285052,144512
1966,LINN,77223,159700,3610,1450,358459,87256,0,687698,445715,241983
1966,MALHEUR,0,2500,0,0,0,0,0,2500,0,2500
1966,MARION,9179,55700,9101,0,6195,7580,0,87755,13775,73980
1966,MORROW,0,21300,0,0,21020,5,0,42325,21025,21300
1966,MULTNOMAH,23,36000,0,0,2649,1649,0,40321,4298,36023
1966,POLK,41301,500,4689,0,52442,2409,0,101341,54851,46490
1966,SHERMAN,0,0,0,0,0,0,0,0,0,0
1966,TILLAMOOK,28072,35200,40943,9260,90342,8585,0,212402,98927,113475
1966,UMATILLA,3700,40900,0,0,37340,28402,2357,112699,68099,44600
1966,UNION,0,44100,0,0,21644,23970,0,89714,45614,44100
1966,WALLOWA,45,55700,0,0,32642,12887,0,101274,45529,55745
1966,WASCO,1306,55300,2000,0,8565,1124,37098,105393,46787,58606
1966,WASHINGTON,4662,0,0,0,10724,13000,0,28386,23724,4662
1966,WHEELER,0,8500,283,0,13509,1433,0,23725,14942,8783
1966,YAMHILL,37401,1600,0,0,12191,6437,0,57629,18628,39001
1967,BAKER,439,93000,0,0,0,2747,0,96186,2747,93439
1967,BENTON,50201,16700,3783,0,14025,19617,0,104326,33642,70684
1967,CLACKAMAS,24577,227400,500,0,95788,10635,0,358900,106423,252477
1967,CLATSOP,0,0,28047,688,208364,6905,0,244004,215269,28735
1967,COLUMBIA,91,0,3975,775,73007,20111,0,97959,93118,4841
1967,COOS,86652,71800,26064,1082,260561,35298,0,481457,295859,185598
1967,CROOK,0,81800,0,0,10998,0,0,92798,10998,81800
1967,CURRY,19652,143400,237,502,196696,18259,0,378746,214955,163791
1967,DESCHUTES,1313,90400,0,0,48974,0,0,140687,48974,91713
1967,DOUGLAS,401998,333100,25358,150,668449,42563,0,1471618,711012,760606
1967,GILLIAM,0,0,0,0,0,0,0,0,0,0
1967,GRANT,8668,178800,0,0,32377,40724,0,260569,73101,187468
1967,HARNEY,1832,69500,0,0,200,0,0,71532,200,71332
1967,HOOD RIVER,0,31700,273,3991,5712,1408,0,43084,7120,35964
1967,JACKSON,96526,180200,0,0,150257,3940,0,430923,154197,276726
1967,JEFFERSON,0,26500,0,0,7107,0,16832,50439,23939,26500
1967,JOSEPHINE,90033,59100,25,1964,3498,3316,0,157936,6814,151122
1967,KLAMATH,10260,144800,10,0,78848,46466,0,280384,125314,155070
1967,LAKE,2,204200,0,0,34282,0,0,238484,34282,204202
1967,LANE,113812,572100,3985,373,574044,40603,0,1304917,614647,690270
1967,LINCOLN,9857,133300,231,425,250426,24364,0,418603,274790,143813
1967,LINN,52732,162100,1566,0,231623,189331,0,637352,420954,216398
1967,MALHEUR,0,0,0,0,0,150,0,150,150,0
1967,MARION,8626,42600,2357,0,11380,5088,0,70051,16468,53583
1967,MORROW,0,9800,180,0,14832,12304,0,37116,27136,9980
1967,MULTNOMAH,0,20300,0,0,1302,689,0,22291,1991,20300
1967,POLK,19609,5400,1552,0,32378,4371,0,63310,36749,26561
1967,SHERMAN,0,0,0,0,0,0,0,0,0,0
1967,TILLAMOOK,58205,42700,27871,1723,113742,8990,0,253231,122732,130499
1967,UMATILLA,186,45000,0,0,4485,14139,246,64056,18870,45186
1967,UNION,4355,54700,0,0,30551,22226,0,111832,52777,59055
1967,WALLOWA,256,76200,0,0,48703,7219,0,132378,55922,76456
1967,WASCO,0,54100,0,0,60,180,92538,146878,92778,54100
1967,WASHINGTON,3010,0,69,0,5500,8538,0,17117,14038,3079
1967,WHEELER,0,5100,1170,0,6951,3888,0,17109,10839,6270
1967,YAMHILL,29412,5000,0,2693,19602,4084,0,60791,23686,37105
1968,BAKER,2916,103047,0,0,4675,0,0,110638,4675,105963
1968,BENTON,47133,18577,2413,0,12589,20999,0,101711,33588,68123
1968,CLACKAMAS,49084,233383,0,3214,115013,25951,0,426645,140964,285681
1968,CLATSOP,0,0,37728,37,336544,6399,0,380708,342943,37765
1968,COLUMBIA,956,0,741,677,82242,24658,0,109274,106900,2374
1968,COOS,133732,20073,15939,200,170119,40394,0,380457,210513,169944
1968,CROOK,0,84692,320,0,7012,3529,0,95553,10541,85012
1968,CURRY,38775,161920,86,3160,190191,7355,0,401487,197546,203941
1968,DESCHUTES,2526,57832,0,0,8630,298,0,69286,8928,60358
1968,DOUGLAS,552354,473230,18508,63,744582,67692,0,1856429,812274,1044155
1968,GILLIAM,0,0,0,0,0,400,0,400,400,0
1968,GRANT,5348,213834,0,0,10405,7364,0,236951,17769,219182
1968,HARNEY,578,60026,0,0,3180,0,0,63784,3180,60604
1968,HOOD RIVER,0,22145,0,2025,11900,320,0,36390,12220,24170
1968,JACKSON,132642,176779,3428,0,225279,13602,0,551730,238881,312849
1968,JEFFERSON,51,48065,0,0,9450,875,45813,104254,56138,48116
1968,JOSEPHINE,78670,57050,600,1001,1791,10197,0,149309,11988,137321
1968,KLAMATH,20250,207316,2549,0,132593,35782,0,398490,168375,230115
1968,LAKE,0,149573,0,0,198118,48440,0,396131,246558,149573
1968,LANE,174469,746566,6775,55,531988,122329,0,1582182,654317,927865
1968,LINCOLN,20830,126523,4795,0,165970,135026,0,453144,300996,152148
1968,LINN,68744,205572,3603,35,254735,169422,0,702111,424157,277954
1968,MALHEUR,114,3,0,0,0,0,0,117,0,117
1968,MARION,4027,97282,10838,938,24694,3761,0,141540,28455,113085
1968,MORROW,0,2459,0,0,12862,7913,0,23234,20775,2459
1968,MULTNOMAH,0,65636,0,0,2250,1502,0,69388,3752,65636
1968,POLK,32603,923,2011,0,56501,6396,0,98434,62897,35537
1968,SHERMAN,0,0,0,0,0,0,0,0,0,0
1968,TILLAMOOK,52799,47152,50988,180,105940,6785,0,263844,112725,151119
1968,UMATILLA,145,50664,0,0,7587,14156,699,73251,22442,50809
1968,UNION,971,50002,0,0,15845,13757,0,80575,29602,50973
1968,WALLOWA,2195,98851,0,0,49106,3722,0,153874,52828,101046
1968,WASCO,1166,28372,0,0,1000,3206,53256,87000,57462,29538
1968,WASHINGTON,2056,0,0,0,13865,11295,0,27216,25160,2056
1968,WHEELER,3047,27812,0,0,9912,8000,0,48771,17912,30859
1968,YAMHILL,42109,6263,0,4200,11155,4227,0,67954,15382,52572
1969,BAKER,802,91004,0,0,0,10766,0,102572,10766,91806
1969,BENTON,42032,5212,12975,0,18174,19162,0,97555,37336,60219
1969,CLACKAMAS,33856,271708,674,6700,119675,32206,0,464819,151881,312938
1969,CLATSOP,0,0,24484,1457,246637,4808,0,277386,251445,25941
1969,COLUMBIA,0,0,453,0,78400,21245,0,100098,99645,453
1969,COOS,135754,23064,40803,700,153599,19333,0,373253,172932,200321
1969,CROOK,0,74997,0,0,7065,2644,0,84706,9709,74997
1969,CURRY,26338,118815,0,0,250305,10175,0,405633,260480,145153
1969,DESCHUTES,506,79316,0,1,11088,622,0,91533,11710,79823
1969,DOUGLAS,359017,414665,34723,780,802104,60295,0,1671584,862399,809185
1969,GILLIAM,0,0,0,0,0,2460,0,2460,2460,0
1969,GRANT,4481,190062,0,0,33475,15497,0,243515,48972,194543
1969,HARNEY,3540,54568,0,0,3100,930,0,62138,4030,58108
1969,HOOD RIVER,0,29512,0,2044,2018,1749,0,35323,3767,31556
1969,JACKSON,111752,115937,0,0,206478,18366,0,452533,224844,227689
1969,JEFFERSON,0,49950,0,0,36173,538,40708,127369,77419,49950
1969,JOSEPHINE,68391,50174,4163,2146,2735,15537,0,143146,18272,124874
1969,KLAMATH,15502,197612,7886,0,235527,26188,0,482715,261715,221000
1969,LAKE,3,129995,0,0,181913,9973,0,321884,191886,129998
1969,LANE,213162,748354,2250,440,449764,36932,0,1450902,486696,964206
1969,LINCOLN,15101,101060,9422,135,193301,27225,0,346244,220526,125718
1969,LINN,86154,209138,1224,0,55314,316492,0,668322,371806,296516
1969,MALHEUR,354,0,0,0,0,0,0,354,0,354
